0x0f638c2cc65d72c1aecd056d1fda2918126fbdfe,36366500000000000000
0x0f3c91dd4f416ab4d555da56bf83570cdcf796ac,59400900000000000000
0x0cb2804fb855cf53eb268935c10ef64eb5dc40be,67446100000000000000
0x05b5a93b807332ad920618e9ceec6f3c1cd8e0b0,15294200000000000000
0x01956f51b29838bd30955b40892e32775b839412,17176600000000000000
0x05654ab24986a696599338523f69a9339515e9c4,32400000000000000
0x1516dd7feeff1a84ff620e548ea73d1d58143675,600000000000000
0x10e854f4f81788de24acfa8d0d6c59324e581b6d,333333300000000000000
0x157fbd61e82e4fba3114997fd7b829a0983107d4,23936200000000000000
0x0028f13af6005beb678a14e9825cc5de784756a7,85414100000000000000
0x18a81f5fb571f588fe58d91c4c4cc894a1c76824,1027400000000000000
0x29dfa3b040a65ee3fc0da515343c18cdd49c635f,247488100000000000000
0x0b79f50b405c385ae1d16f98c4dbcdd431123eb9,19365300000000000000
0x1f507be0f25fded2b4acf27c5b3467e61477c39b,556500000000000000
0x11c7e0f8e6e79c8b6b0d66075e19626a10f5893b,969600000000000000
0x1d0a10e57bf6e0717623c5a36f555e4a5e5c021c,21726400000000000000
0x1b0ad0554a151c350481852e02e9a76a171743b6,620800000000000000
0x3b892dc004ab2c67e32728a3f5e045aa3ded74d4,333333300000000000000
0x3092adf3da46df094013282f73fbf638fc83b071,15813300000000000000
0x3cc89713a0b42572459c249a1e05b8efbf17fa38,243700000000000000
0x4c17137e659ae2b9715dbc7f9ef4b3ddcb6028d1,111000000000000000
0x40f7926a897190aa63845f0a5db00b51bf7f6ed9,14500000000000000
0x505171831539ee01daa10efc8bda64bbb65c59e0,729543800000000000000
0x60c09abb810ad90f106eca7e3b18f3c67e5bbd35,10000000000000000000
0x133a7e95426165aad09b73fe780c10f364b374e0,12129600000000000000
0x1b47539ad5ae28d095c9521f8ff8a66a17f184ab,18918400000000000000
0x2ca8f768e6758cf495fe5b818d475a98bcdfe845,75700000000000000
0x2a8695cd471189f9222061d6cc078c86246dc61d,1000000000000000000000
0x1bf555e99b9056e75f5752ebf6593c4929bf5d50,50319600000000000000
0x4c6b8b397e7657b6b0a905853ebe6af2dc8ee314,47573800000000000000
0x493409704ec5e2ed28fdad4f48638532228ac693,47861500000000000000
0x23d31a5750cb33effc81a67df4b34d98d4ec4d68,8100000000000000
0x392add568c8c910d480d549e69cd86630942c0e1,44370600000000000000
0x486d1ec9c9c8c5648d7402f20ab43535f76e4a5c,6875000000000000000
0x20e76b9e84e1f77e3b2280e7918d63ca2eda646f,518664500000000000000
0x63c27a0c81a89941d47e71dbc45fe9200786717e,29804100000000000000
0x3b410432e90ce7a5361b97e91ad4e6520ce41c01,508200000000000000
0x6b3cbcd407ae97d584b9669c5a56b8cc218dcd1b,56600000000000000
0x7d4a090fed6ac99348fa95abc228cd28f2949fea,13981500000000000000
0x4b5d297614ec43385775570dacf12d1b238e046d,597479600000000000000
0x535f78bee026485df5b5f3e73e7fbe44998d5198,14668600000000000000
0x4f82e73edb06d29ff62c91ec8f5ff06571bdeb29,13314300000000000000
0x7d48ee017b5084cff6c226cefc15140d9a970ea7,8940000000000000000
