"1","0xCf5093AACC4Aa9fff703C365727309aDb5e81A0d","907506544254545454546000","1700027573"
"2","0xCf5093AACC4Aa9fff703C365727309aDb5e81A0d","907500000000000000000000","1700027573"
"3","0xCf5093AACC4Aa9fff703C365727309aDb5e81A0d","907500000000000000000000","1700027573"
"4","0xCf5093AACC4Aa9fff703C365727309aDb5e81A0d","907500000000000000000000","1700027573"
"5","0xCf5093AACC4Aa9fff703C365727309aDb5e81A0d","907500000000000000000000","1700027573"
"6","0xCf5093AACC4Aa9fff703C365727309aDb5e81A0d","907500000000000000000000","1700027573"
"7","0xCf5093AACC4Aa9fff703C365727309aDb5e81A0d","907500000000000000000000","1700027573"
"8","0xCf5093AACC4Aa9fff703C365727309aDb5e81A0d","907500000000000000000000","1700027573"
"9","0xCf5093AACC4Aa9fff703C365727309aDb5e81A0d","907500000000000000000000","1700027573"
"10","0xCf5093AACC4Aa9fff703C365727309aDb5e81A0d","907500000000000000000000","1700027573"
"11","0x79af508c9698076bc1c2dfa224f7829e9768b11e","83333333333333344256","1700027573"
"12","0xe8fb09228d1373f931007ca7894a08344b80901c","106000000000000000000","1700027573"
"13","0xCf5093AACC4Aa9fff703C365727309aDb5e81A0d","10186666666666665967616","1700027573"
"14","0xCf5093AACC4Aa9fff703C365727309aDb5e81A0d","943333333333333508096","1700027573"
"15","0xCf5093AACC4Aa9fff703C365727309aDb5e81A0d","641109783767066754048","1700027573"
"16","0xCf5093AACC4Aa9fff703C365727309aDb5e81A0d","5423333333333333508096","1700027573"
"17","0xCf5093AACC4Aa9fff703C365727309aDb5e81A0d","5000000000000000000000","1700027573"
"18","0xCf5093AACC4Aa9fff703C365727309aDb5e81A0d","9596000634416666771456","1700027573"
"19","0xCf5093AACC4Aa9fff703C365727309aDb5e81A0d","11026666666666668064768","1700027573"
"20","0xCf5093AACC4Aa9fff703C365727309aDb5e81A0d","763333333333333508096","1700027573"
"21","0xCf5093AACC4Aa9fff703C365727309aDb5e81A0d","673333333333333377024","1700027573"
"22","0x8719c66077e95a6fbc7811446b8c32ee15ac3cd5","3729960740000000114688","1700027573"
"23","0xCf5093AACC4Aa9fff703C365727309aDb5e81A0d","963333333333333377024","1700027573"
"24","0xCf5093AACC4Aa9fff703C365727309aDb5e81A0d","12499999999999998951424","1700027573"
