"claimer","rewardAmount","tokenId"
"0x5f9c7447129fa10af4cb51e24be323abff1759e5","670000000000000000000","138"
"0xeead522de16ef575965eb320d4c603a330a979b8","726666666666666754048","139"
"0xbe836bf050418a7f3cbf54284d49daca491fe3a3","753333333333333377024","140"
"0x0994adfc5dc0fbeb6c68560907c8fb1e025b2e70","1250000000000000000000","141"
"0xcfd0264cc81291678363202e5f2b2d323016e8a3","990000000000000000000","142"
"0x37e947614c196e6458ef69202fbc73226ccdc542","770000000000000000000","144"
"0x15a6f227c26fae64880bc2c994556127fcf97852","650000000000000000000","143"
"0x91080e15609740e5166c283009e1401570810ab0","720000000000000000000","145"
"0x82c6c1a06c930ae645e655981ea1fa11c4aaae0f","490000000000000000000","146"
"0x6572b4ea0865f71536dc34c12a6749a3993f8ba9","1010000000000000131072","147"
"0x8bf74af8016af9efe88af4528a4ad003e6c2dba6","513333333333333377024","148"
"0xb351369223058deff43ec30d32086947e54a30e7","3203333333333332983808","149"
"0x33340b0d083b0daa7d91b915bc9e4148b25ee96f","763333333333333377024","151"
"0xd78fe1e5da0729cd6de23546b0e794f83a1a0851","783333333333333377024","150"
"0x148960216a0c880304658b9132308f1ee1a43e69","2500000000000000000000","152"
"0x893f6b9e30a5b0a28032d4edf9b74a4a43175ed7","860000000000000000000","154"
"0x8271ede9e5deff03d6853eb82f3a148316d09aaf","703333333333333377024","153"
"0x8b3160e519299c387b5624e457e9e02c73f62ebd","943333333333333377024","155"
"0x81c5bccc7d61b1cc0751c23927da1ceb38cd161a","810000000000000000000","156"
"0xb4464daf78b280ae8f2ead48a1531729fac725b3","1053333333333333508096","157"
"0x1a57ee63f38af9f1420d9a556f01736630976f20","986666666666666754048","158"
"0x6087eac806a8dc985f1ad43f7d2e2e4d95bd277c","443333333333333377024","159"
"0x7bc8a0a9eeac906c3f4dfa9f16a6d733552c486c","746666666666666754048","160"
"0xdbb67cccbbf6b165ffece5942755bcc5d484874e","736666666666666754048","161"
"0x9bd48e08e3444b30113812acd52458b35c33803a","1046666666666666754048","162"
"0x8f123e882570baa36f9642b8bd4fcf4e5315a4d2","830000000000000000000","163"
"0x7c9457a775015eee6e098cb1a4ba6cf9b0fdf3c0","12499999999999998951424","164"
"0x4a395b0efc9907a195c81564c10a985c7e9f6a15","943333333333333377024","165"
"0x01b86aeebcd1ff94ac1195cfc8fd9e39db24db45","3450000000000000000000","166"
"0x546fa3a43f9facbbd5a1592e5bcaad6add53c235","743333333333333377024","167"
"0x2d46c06f048a8a34b92dfe61ce8fe696eee6d31b","756666666666666754048","168"
"0x47ffa510e72734118e77027aaabd1672bedf9d4c","693333333333333377024","169"
"0x2f38bb3278cb24085b3af0a7d1f806689c19ac88","753333333333333377024","170"
"0xae28a7a47c5398d15f8684526d68579a837b4e84","1033333333333333508096","172"
"0xb9f1eca1d567fb0f94990bb831f473530ede36d4","2500000000000000000000","171"
"0x8f231ac6182f650c7190fc08fd0c6cbafdc1fd66","736666666666666754048","173"
"0xba71eb0726f943f1c877f6d6c3b920921ea87d2b","900000000000000000000","174"
"0x54532813cd5d224bbed1c011394daa138e3dcc47","726666666666666754048","175"
"0x0671aec56bc2e358448162677bd110d673cd2937","690000000000000131072","176"
"0x71a556d5efd051ed77cd2057e09b31eb45b0d65e","426666666666666688512","177"
"0x7320b08b56953b9795fa7d50aecab533e7ec33cd","1046666666666666754048","178"
"0xe486627c7542623f947acdccc84c35a59f13ef9d","126666666666666672128","179"
"0xca09bdf3b04fe4f190a57870507f0cadd9d65c90","750000000000000000000","180"
"0x20c285e69e1747564376022303988aed8afe1a4e","1020000000000000000000","181"
"0xf2ba2ead3d26c213721114a02e0c56d8631ae388","6049999999999999475712","182"
"0x183034eda5da3cc088c7326114b09a2a5e57e044","9440185343874400518144","183"
"0xc9f0dbe892ca0b11a06e16115a466fbca6b1b76b","500000000000000000000","184"
"0x106bf19d7f44dfd1e4d41b0890e568ad7fb5e511","5000000000000000000000","185"
"0x449b408b7a540b50c142ee11c5ef99f0ad42b0e6","193333333333333344256","186"
"0x46f617253122a988cb62ba12f83561f14fa8bd65","683333333333333377024","187"
"0xf3b8869c906f5c185084ab379de0c607f23f4747","13516666666666667540480","188"
"0x3bd446adb8b740d3e2d44a05463b1e52afce8cd6","2500000000000000000000","190"
"0x70549a6eedde254e72a9adfa73d54ca0879ef8cf","673333333333333508096","189"
"0xf585d790b16a342a1607b78ec12219c6939951dc","750000000000000000000","191"
"0xff1453d6877c3dcb6febd30a7bc706fb23a7dc19","540000000000000000000","192"
"0xa166d209e139e4c3885c1c8a84cb1e228b4e4274","1033333333333333508096","193"
"0xc4ae331eae45c19098907f29b9e5ed03742714e0","680000000000000000000","194"
"0xd8b70a922dbc15ef22d17aad23a621cd1aaa0c65","990000000000000000000","197"
"0xf352063be1ddd2611ebb4a7af9ff95c61dc9692a","920000000000000000000","195"
"0xcf75a4a23afabde6938f4b28c33107e61f3d8444","510000000000000065536","196"
"0x60ce371adcd3b8eeaaf1dc983e871d26c677c741","756666666666666754048","198"
"0xbbabc2b3bef7af5913987c4ebbd9e0c2876eb717","6605561523492001677312","199"
"0xd7cc396960efcea26e2e4b9a1fc975b863897cc1","1016666666666666754048","200"
"0xa5ce6f85df07269625d6d0fad3e98bfc6cc40e4b","6180000000000000000000","201"
"0xf7f9ab8850078475632b76ded9917b3bfcd08818","1050000000000000000000","202"
"0x7f64fe134c79701503ac90ba7beb191806f80243","606666666666666622976","204"
"0xbaa1f77a110ff0558fb538a54867dc81d1ad258f","730000000000000000000","203"
"0x028032d4d6aaa91e7fba4f02b4b996bb093f7805","783333333333333377024","205"
"0xb6ea1d497ce6a0308113ff9dac6ba4c7ebc931e4","856666666666666754048","206"
"0x5eb838305942b93b143272657bc327dd1cd0ae65","553333333333333377024","207"
"0x9abeebbe3b9eaa8b2156e9989c86ac923ba10175","4693635156666666188800","208"
"0xfcd17fe3e6c950521f64ca33f37c34bf732610ee","606666666666666622976","210"
"0xf7fa835cdaef18fdcdc845d4091fed0469776837","806666666666666754048","209"
"0x3b5b4611085d527f991f0eebbd3c0adc5ce1e9ef","403333333333333377024","211"
"0x72534b92c950b9d4739919bfd5facd81397178eb","826666666666666754048","212"
"0x29b52774fe22018cd0dde64bcef4254d000d9bc8","720000000000000000000","213"
"0xe6d4d53bd49bc0aa608d604de481dd4081698a62","56666666666666672128","214"
"0xdc6b22479f05c470ef5c490b1b87717c1a9fee6a","903333333333333377024","216"
"0xc6cf431dfda22a32b766f7b325628bd9c43649c7","693333333333333377024","215"
"0x3e448909fc3f9d1044dbef478482a5d1d064efe0","13247000000000000262144","217"
"0xb663ef80167c956571029d46c1122c7ad526a8cb","733333333333333377024","218"
"0x45c4224f1adbb8779478cd2f8c420c7f62698220","496666666666666688512","219"
"0xf601de1607e5bf4e53139077b59520a80ea75a55","670000000000000000000","220"
"0xc091ae026811da17e2f5f4090e4cddc47b6153cf","2500000000000000000000","221"
"0xec2209f765e51d429b3e03c4f09e000b530f5ee3","2500000000000000000000","222"
"0x80fba1f1f11b7f4e2bbf0197da045fb82002c9da","3174490673333333917696","223"
"0xefd0c2df1cfb8fb2679e3f2ad3d35fd7cb8e5d25","723333333333333377024","224"
"0xdd6b62a1a893edd191609d18f35046017ca9d528","1033333333333333508096","225"
"0xcf1cf25e5cd7aea5f86d8400d600411be1d85d90","2500000000000000000000","226"
"0x760b875a66097221287496e20c82e4a59fea51dd","680000000000000000000","227"
"0x7335f905b4dd29d58c5afcb4f8d8016e1eb5ad9b","2500000000000000000000","228"
"0x19f040e0901204fe5703a0d795ffc97e5aac8778","1449086666666666622976","229"
"0xc3e6a1e73043324de76d3be71560b679faa28e1f","760000000000000000000","230"
"0x6265637aac4ef022a73754530040f606d88a1577","713333333333333377024","231"
"0x2a5cafd3d0d29eb528a377f7d6704103e26b0c0f","790000000000000000000","232"
"0x5a1d68934c56f5289997fbea876f879b1840cf94","1010000000000000131072","233"
"0x354a0b3861ebc5e38c72065d2aef7421346d96c9","596666666666666754048","234"
"0xb310e66dc463a595a5ced4935d4830235e0bd3cf","750000000000000000000","235"
"0xd2f1294d3899d52e68d4947601c85b161a260713","260000000000000000000","236"
"0x2c766fd4ee2060437a3542cfcef83971f6aaed2e","1030000000000000000000","237"
"0x474286d9200d5848d888040d3080b5de89832af9","720000000000000000000","238"
"0x5951bbbcd6ffe9f599a83929f37d80a03b4d6260","160000000000000000000","239"
"0xd39ec0556b27bea894718c981470a15724278585","10200000000000000000000","240"
"0x325409632bccffac706d378a2eca57cafa21ab11","11053333333333334032384","242"
"0x3618a4e71dd10148137f707a2eeca396e42ddcfe","723333333333333377024","243"
"0x0e997fb7e026e478eb1eb702ac68baddf1a4d0b2","400000000000000000000","241"
"0x19f94ac4c01063f4c2c291c5f1e3e40b6866111b","900000000000000131072","244"
"0x0eb671a7fdec2c1eccb90174a6e391e933a46ab8","513333333333333377024","245"
"0xb04ec8614d0c1fe88717c96ac7c64963ccc1dab1","1030000000000000000000","246"
"0xd91f7116916e22c4de9734b9ba1e78bc0e0301a7","723333333333333377024","247"
"0x971740ed368934875f1890898d5ffc10ea99fa43","2500000000000000000000","248"
"0x0e30ef35e75fca07cd3063f26d29799c521bbc1c","3363333333333332983808","249"
"0x5b283f61308a17b3ab4ef17801887718e59700b1","503333333333333377024","250"
"0x8c835f7e0a3b281c1207a7a05a023aa208da093f","973333333333333377024","251"
"0xd5950f86fceddd6ebb3dc17c96f8538f1e436d7c","6235360234999999627264","252"
"0xa7eef766b1f3f3d31a0c7c6ebd0b3f31e9a87634","5000000000000000000000","253"
"0x256ea4c0fb6c8840ea26357b09c98351cc2861f3","376666666666666688512","254"
"0x7d4a090fed6ac99348fa95abc228cd28f2949fea","923333333333333377024","255"
"0x8c232730623037c0e11c9f83884182ba17f27f21","980000000000000000000","256"
"0x1d08568e9e044b384d1e1662ef55e4dd2e16c39f","1053333333333333508096","257"
"0x4f87396466469fa08d5211f9d1766d29921bafeb","700000000000000000000","258"
"0xdc4a9fd8f506631940a23724becedb562584ddae","963333333333333377024","259"
"0x494961be42776bbbaedd81714ca5010fa3e79b1a","996666666666666754048","260"
"0xba9cf060c5bfb19bcef56e230ae8c21fb2047f1d","1046666666666666754048","261"
"0x6d07fa7b60cce5b70cd01842310462783b00b770","2800000000000000000000","262"
"0x934c80e3a3e9136ee3558950385b66ac5e7d9bf7","6026666666666667016192","263"
"0xe678adbdac31443bdec06003cb23995f8841aa6c","660000000000000000000","264"
"0x413feac7b3de32b29cd4c0b2464a644e4911e869","360000000000000000000","265"
"0xf624c52ff68e8a2be33d1c4b1dc6127e725e2ef8","2500000000000000000000","266"
"0x068308c1e42cb29bf0a7114a400d530c0eb59f7f","2567098360000000032768","267"
"0x33cd2dce6c4283bdfcb6202cc293349252648d79","383333333333333377024","268"
"0x7fc3cc6e8649ebcfc20d347b54594500599935df","1026666666666666754048","269"
"0x4b5d297614ec43385775570dacf12d1b238e046d","3516666666666666491904","270"
"0x5374c92c0572727082f306d49c61dad2526f778b","940000000000000131072","271"
"0x01d9f9313d3cb10de6143c2de5c5195514857042","940000000000000131072","272"
"0x4610ecb3e80cc038609a2f6d87f3c5df4ce23831","596666666666666754048","274"
"0x55a77770fbb3fb0f74e16790a6d30986a40d3095","5956666666666666491904","273"
"0xea36b82373cfe68b57ea68db47183de3630c8574","533333333333333377024","275"
"0x5ed17e8eb9f7079bb2599cdae5156b28fcee97d7","3856666666666666491904","276"
"0x4ebb399c5c03891889f21e726ecb72ee05a7fb5b","507764659300000071680","277"
"0x11faf40ffc2f2a60d22d5431ace9d9d61612d22d","5057182571749999378432","278"
"0x69b9b1d16fed43dc89188441030dcd6a70cd8642","973333333333333377024","279"
"0xf2d10b80f3e07a7a7bbdcfafb854c0074694fd18","383333333333333377024","280"
"0x1b47539ad5ae28d095c9521f8ff8a66a17f184ab","810000000000000000000","281"
"0xbb1110454acd8d188bae6b2d05fb468dad2953f6","833333333333333508096","282"
"0x66f91039549108e595a3936ac634f57f7558ddd9","13329999999999999475712","283"
"0x304e270f3de1873cdbe0cad2dbed3bb777e41439","2499621274750000037888","284"
"0x88ef8ca9580b7218d17eaa2daff6338d725b5c54","390000000000000000000","285"
"0xecb8e55cd5d1a011d443abb223ea46f64cb3abdc","2500000000000000000000","287"
"0xd91f3bc5f0d257e7895a24810b7f71c43145fc36","546666666666666754048","286"
"0x2c59900b9442b7a865f93219c04f553a0d7bd003","1545326799999999934464","288"
"0x7df618c193bffd172b2194a0b66f1c726f069d1e","810000000000000000000","289"
"0x9a9a7b53856f679dc7823409127623daa0b7a973","943333333333333377024","290"
"0xc9ff9bb3ecd8c9dd09f72096db38bbea03d86624","363333333333333377024","291"
"0x0e8d670d40f8784c7ebb1f1a67902a6086f5f87c","12499999999999998951424","292"
"0xed898125d9a1fc937237196e33ee3c405c28de90","643333333333333377024","293"
"0x1bd80e642c259a38fd062ede004ee8e2e9835b91","853333333333333508096","294"
"0x28de930d7838ebef1d91bf5061300dd3c5f09cb4","1053333333333333508096","295"
"0x560d03f2b20e9047714fea87cc113d95a3fc7179","13248955240175999385600","296"
"0xf4605a6a0fc095099b9aaf7ffa37c0f5e5c41434","463333333333333377024","297"
"0x47c465e7beac169081371969c0fcf62d10c84ef7","2500000000000000000000","298"
"0x81c516261ab29dd24d9acc0a1d8ccb822ad7c982","970000000000000000000","299"
"0x6d62f1d6b0d829f5bcf177ef5c36ee4b53629cc0","749980527951999926272","300"
"0xd0a4f1be6ea0aedde2d7bea62925cba7ea10648e","916666666666666754048","301"
"0x5279e55f5587814af72c91355d416ebf72dd72b4","383333333333333377024","302"
"0x61d34a0bf48e0009995c0e48efbb7c07eeef1391","400000000000000000000","303"
"0x675dd43f6edc0e0b1e1102588e83585a924f754e","970000000000000000000","304"
"0x10444014ba4831fa355bc57b2d30a383baa11285","740000000000000131072","305"
"0xb7ebc5670e5f9cf5313d577a587d2bf3fed030e1","376666666666666688512","306"
"0x5f6388f02804d8b6c0cfd376bd7fb68224666d41","1000000000000000000000","307"
"0x7b44e63635f86d6eaf961c554bc4552e8e9d7888","933333333333333508096","310"
"0xc6cd72c56d94792fec8aefc492b185ab68dd9a21","1596666666666666754048","309"
"0x0fd90eb42ad3726b8e5dd0604d175f2aa9f10aa5","1208903070000000008192","308"
"0x4962650d87b6fd517f73e45c925041733df18522","646666666666666754048","311"
"0x9118711e7f33d7b12a82b0e1104730f93e551c80","593333333333333377024","312"
"0x883f2017d51e1563f7eb751a2adf3750e2c7edad","950000000000000000000","314"
"0x116a75fbfc55c26bb98e18ff7d1a13f1ad672847","5000000000000000000000","313"
"0xa4c824dee616cd972987d540737237bde1d8ef6e","1000000000000000131072","315"
"0xd423b323caea2b09c5131529ea8a6fa700490114","240000000000000000000","316"
"0x7a0e830a3d349c205957840e91d644b51d031830","903333333333333377024","317"
"0x9061b8e6554c55cdb57e9ed0ea07e3bdec0690dd","1026666666666666754048","318"
"0xc384d341481c65183a7c412f6408927510a50c86","583333333333333377024","319"
"0x60fb4b046b07ce529fb93598286339873d26dd0c","10736302931666666520576","320"
"0x24025a7e3591721390932057f872ba9922379877","220000000000000000000","321"
"0x37476ae4d3ddf3c983a059b3fde30cfa95bd5783","143333333333333344256","322"
"0x6e4996cb18e2619dec2c32841981cca3001eaf54","1000000000000000000000","323"
"0x104d3ac57712a780666370a122152ec6265e8c59","1026666666666666754048","324"
"0x61c00c2127b958df33e992185e476078e6c4ba8f","900000000000000000000","325"
"0xe5b761dc7263028f4d122518efac42aa48da5bb4","1050000000000000000000","326"
"0x825736e7336232cc595c345d049474226fdd154e","3536666666666667016192","327"
"0xe034eeeeb8d16817e337d1c8322aac9ca3b3f250","750000000000000000000","328"
"0x908682de96dddcd56a0ff67e3628a61ac041edf3","1016666666666666754048","329"
"0xa85bd394c93a689b37c76abb444d65039bda3bf8","670000000000000000000","330"
"0x36ac11720d371d123f686056fd621eae0e227ad0","2500000000000000000000","331"
"0x6b52be5137c1a9df23c6bdda5075128e15839224","866666666666666754048","332"
"0xce17d47db86b7b1df16d30d18408b6491b43f39e","976666666666666754048","333"
"0x7a4de1c1aefcdf9b58edf91ca490b383929344fa","366666666666666688512","334"
"0x0909a8b7b748eb029a834b68cea25f54c2172b2c","916666666666666754048","335"
"0xf7dd33f4ab790059b9ce53f00f8f14f39e10657b","2000000000000000000000","336"
"0x67d3a0942eccb380f2277a5b6158309e7a6963c0","1033333333333333508096","337"
"0x823b9b0399bbe7c03f7c89571ccb4286068832eb","2500000000000000000000","338"
"0xb288ee743f52159711edfe397d56b0916a4a4b65","753333333333333377024","339"
"0xa62064b45e4701b191bf2f9afa6d9ea77b5e8204","650000000000000000000","340"
"0x776268f7a98d7c04e67b797135ae129f8ed866ae","893333333333333508096","341"
"0x8867c59cb80b6ce41ea8bf7bdd3ee07335f78d70","763333333333333377024","342"
"0x14a6e7c49a89e6e90449b8e59ad97dd8e0ce8881","9000000000000000000000","343"
"0xd34bad24ff7759ef033ca81d9d3d74dd6df4bbe3","2500000000000000000000","344"
