0x7df618c193bffd172b2194a0b66f1c726f069d1e,150,12398900318879000000,12398900318879000000,1231,0x293a16B67fE8AE8261f8B7b6F2181Cab5751a811,1,12.39890032
0xf4605a6a0fc095099b9aaf7ffa37c0f5e5c41434,156,21470000000000000000,21470000000000000000,727,0xF2407Da9B9841d15Acef14BF25b0b776eb8d41D8,1,21.47
0x7ca355f576fddfdc73dfe3379410636579685b4d,287,11300000000000000000,11300000000000000000,287,0x4a97f88728f25c7F8A40398C8F1f1F6C08Cb448c,1,11.3
0x0ef27f6ee5290b4d38868bc3efd9aa09662c6d25,330,14027246022771500000,14027246022771500000,194,0x2c605c0d5ad2160F25820A7737434a53de7ac44c,1,14.02724602
0xb792ca8551f5fad8db7ee9257e5b8cdb57998834,459,634686552336110000,634686552336110000,991,0x3aF81b69D5b22a5E59a2194AfCa1468a0Bc009b8,1,0.6346865523
0xe1882249519126a144083abb13b33ca3cdcc0be6,537,8556893659563000000,8556893659563000000,458,0x05Bc50550bBb3c8e5dB0ef2a62E32e3f9f8F4454,1,8.55689366
0xc08ea9f1c02509499bb92afd399f6c140b537e50,543,21470000000000000000,21470000000000000000,980,0xcEcE33ec362F94a145fd5F1515148aad069Ed927,1,21.47
0x9b5a493a922fbdfebef5ea026279d6c1c24f29e2,689,1736468796500000,1736468796500000,974,0xA00FEF08A04B195bf0c6fE6866eDDFBC8a00659B,1,0.001736468797
0x53ae3f85703ec52b42e3986819e22aef64305a2f,712,49255024435663700000,49255024435663700000,1925,0xBfE9Dd288eeCb4279081246F609A749c7Fd968dd,1,49.25502444
0xe9473ddef77b8973c30e501af4b84b7e22fbd572,713,38255908805765900000,38255908805765900000,1912,0xa7E9D58faae6F9F3677D1d78253E2BA5cA97D833,1,38.25590881
0xec8a5c2e10268d6faed8fe94a0b82906e50ed563,714,5974908610158050000,5974908610158050000,1829,0x37CC6879C6fe6F6B8149843836066AB899b74acC,1,5.97490861
0x7e82992d1c883f922e0cf2d91428f84744792d62,725,36248796107019700000,36248796107019700000,1914,0x9175B8bB6E49217e068b26F12105DbA3dd6a081b,1,36.24879611
0xf0d7ca49d902ab34e1727171732ceb0fcd3ae275,726,22555299747617900000,22555299747617900000,1876,0x2C9f525cc135861D2c99fCD52f0295b33C3Ce820,1,22.55529975
0x2cf8c8c5ad01502deaf4095ec38fc609453ef8e5,729,24925781031456300000,24925781031456300000,1879,0x8CB6CeCa3260DA1297Fdfa6dF23c42E27D89291F,1,24.92578103
0xf1c28a12d3a318b3e4d06ab2e1f69baba94f624d,730,30693865803434400000,30693865803434400000,1890,0xfdd76D3385E144f2cA6AC03D4ca6fFB818450f1f,1,30.6938658
0x731b257a15af0d77c89d65cc1303751f6aaa82a6,733,2614016920799660000,2614016920799660000,1820,0x1428C2EC291c77e6E4F06CC0ffC362B7a994ec61,1,2.614016921
0x2c229f8803d1ff882954f62da7d99a4e19865929,734,3780025106641120000,3780025106641120000,1798,0xb8f74A6976F334e00BcC7fb29cEFb3bCe8555287,1,3.780025107
0xf8dced1f97d366c43b527def32a0ca546e6e2b64,735,13779892880733600000,13779892880733600000,1843,0x1cC89Af3c74C76E08D80E8a882f0643A85c898eb,1,13.77989288
0x7a247b651b81a35a2371a9237ffadd8052437115,736,9671344376315790000,9671344376315790000,1849,0x17EE2b8cD74CaCe4b3ae8bc153fe640F1fCb1C51,1,9.671344376
0xcadd306b4e0cda627ad75cb9047ae23b1568e322,737,31060626327501700000,31060626327501700000,1898,0xfc21042008C8671ba7CF6AAA472520aC90E49ACD,1,31.06062633
0xe84a19bd3655fb4c6d1bfacb444335620478e472,738,17147970805751400000,17147970805751400000,1886,0x4F29ec94a7DAb910239932C3E4B5151b5d786bA0,1,17.14797081
0xf6de3d6eb349abf2aa7211392888e81ca7659d51,740,43615103640898000000,43615103640898000000,1918,0xC223911B1856a15FD590932c0634Dca5dB801746,1,43.61510364
0x14b8e759e1cdd510522973dcd84edf82dadf57a9,856,43697019547258500000,43697019547258500000,1920,0x6b366FD19d755b32250316363De7B62069FD87aE,1,43.69701955
0xf1df09bba5e4440e8a5ae410dd4e199706d23bf4,857,34034947674919300000,34034947674919300000,1909,0x56FbCB8231B7f813864a6Fd8208425D7cb00FB39,1,34.03494767
0xba70e40c218534db2d91d86bb317a62cea5c1cac,859,41859011262628800000,41859011262628800000,1915,0xBbFeB05A5cCb12Ce377D4bF5e6A5cF71A0ee1794,1,41.85901126
0x0c9c5f404943180a689670414364c6e9af844c9e,860,43598399431349500000,43598399431349500000,1919,0x9f6C896Cfa92dBd4B65d0e57193CdFD830fD60BF,1,43.59839943
0xa0f129d76120248c5cac0bf91995108e9fbffa8f,861,30551216359081100000,30551216359081100000,1899,0x708e71119CE4C30DB29D502888f497219B4DF287,1,30.55121636
0xfda63aaee492844ab2ced371858d0d478a4887d9,862,33850006458427800000,33850006458427800000,1907,0x9E3e6E04dA45a635944979a2d386aCDCF5FBa0d5,1,33.85000646
0x50be426559e42a249c0ae3254b98f4e34ae4e17d,863,33531491037407000000,33531491037407000000,1900,0xd27622Fa029F1687100C033eeC0b92dEF67ec762,1,33.53149104
0x59b7cab462e5725739144c9ba2df896422ee8493,864,36325313293268200000,36325313293268200000,1911,0x06Aeefe7818904b7fC726F5a79F9Dc96721A0817,1,36.32531329
0x0f922af2cafad417ab72b83706a87a307fc8f2e9,867,19259303195454700000,19259303195454700000,1869,0x119647DfDA69f07134E19177b5C8D1b711b81282,1,19.2593032
0x9801676c2abc339e5395baafb48b17aebd4f9372,868,34221591526980300000,34221591526980300000,1908,0x948D08d79AF80C814fc3077450fd34Ae101E29f0,1,34.22159153
0x4847704242589b93f52e46e4a824f0eac474edbe,869,17079788666089800000,17079788666089800000,1851,0xaaC7c318F9D2FaE80199e1E4B4C00Ae499d0d96E,1,17.07978867
0x89141bc0cee51f6f9c1e5d093402ce5ab5a4bb00,870,39582000274668300000,39582000274668300000,1913,0x00010CedAa94656e32bC454CfEfC79BeAb16D71d,1,39.58200027
0x28eea86d03ac9f020e4539abd350b79550978b26,871,31015117297748700000,31015117297748700000,1889,0xD8037d0c26Fb1f1C66fD0b32C29973607836B92F,1,31.0151173
0x4b8d42484d48414f7a3467ddd8fbacad53a010eb,872,45531246639576200000,45531246639576200000,1923,0xd9C3e4024818F3958623daC57A62EC7D3E720a13,1,45.53124664
